sales_id,expected_dt,label_ae
434,2024-11-23,0
8463,2024-08-21,0
7297,2024-11-15,0
6452,2025-06-12,0
3187,2025-05-06,0
1184,2025-03-06,0
4117,2025-01-21,0
1982,2024-11-23,0
9804,2025-03-24,0
1754,2025-04-02,1
5076,2025-06-21,0
4416,2024-07-20,0
794,2025-04-05,0
6892,2025-06-15,0
6135,2024-10-06,0
6945,2024-07-01,0
2282,2024-12-02,0
1992,2025-05-18,0
2528,2024-07-02,0
7106,2024-08-16,0
8010,2025-03-23,0
2724,2025-06-22,0
9847,2024-07-19,0
3253,2025-04-27,0
9149,2025-05-21,0
2801,2024-08-03,0
9471,2024-11-06,0
6143,2024-10-26,0
4685,2025-03-13,0
7997,2024-09-06,1
7001,2024-10-29,0
7520,2025-03-02,0
6234,2024-08-27,0
1733,2024-12-15,1
5809,2024-09-02,0
4670,2024-10-28,0
8815,2024-07-14,0
4094,2024-10-03,0
2629,2024-08-18,0
6833,2024-07-01,0
3193,2025-01-07,0
5163,2025-04-14,0
2932,2025-01-27,0
7123,2025-01-21,1
7255,2025-04-25,0
9144,2025-01-28,0
647,2024-09-21,0
8560,2025-01-28,0
1211,2024-11-04,0
7973,2025-01-08,0
4951,2024-12-15,0
1892,2025-03-19,0
6415,2024-07-03,0
8353,2024-11-15,0
3050,2024-12-23,0
5556,2024-12-22,0
4162,2024-09-04,0
9990,2024-07-27,0
2970,2024-10-06,0
6138,2025-01-21,0
6366,2024-12-31,0
5289,2024-10-15,0
9035,2024-11-06,0
199,2025-05-16,0
2413,2024-10-04,0
9358,2025-02-15,0
3725,2024-08-19,0
5885,2025-05-12,0
6859,2024-08-03,0
9416,2025-06-20,0
1569,2025-05-26,0
3703,2024-11-19,0
7643,2025-06-25,0
4702,2024-11-27,0
3527,2025-02-08,0
7511,2025-05-09,1
7062,2025-04-14,0
1878,2025-02-03,0
2247,2025-05-17,0
2622,2024-12-30,1
4460,2025-02-20,0
705,2025-01-28,1
438,2024-11-19,0
4239,2025-04-02,0
6664,2024-10-02,0
9032,2025-03-12,0
8732,2025-04-12,0
299,2024-11-12,0
6656,2025-02-13,0
8602,2025-05-31,0
725,2025-05-05,0
5879,2025-04-15,0
2283,2025-05-23,0
3356,2025-04-29,0
4771,2025-02-05,0
2291,2025-06-01,0
5035,2025-02-17,0
2918,2024-12-10,0
8779,2024-11-03,0
4257,2024-07-23,0
6363,2024-11-11,0
2600,2024-10-16,0
5265,2024-07-01,0
3768,2025-04-08,0
4539,2024-12-27,0
7604,2024-11-17,0
2598,2025-06-20,0
2652,2025-01-28,0
4875,2024-10-29,0
3229,2025-06-27,0
422,2024-08-25,0
4003,2025-02-22,0
271,2025-06-18,0
3493,2025-06-10,1
6021,2025-04-02,0
1815,2025-05-26,1
4941,2024-09-03,0
7164,2024-10-29,0
3184,2025-06-28,0
9469,2024-12-29,0
4899,2025-05-23,0
9783,2025-02-07,0
4432,2025-04-01,0
7286,2025-06-15,1
4287,2025-01-02,0
5128,2024-07-25,0
8172,2024-10-12,0
5765,2024-12-09,0
1628,2024-10-15,0
508,2024-07-20,0
6121,2025-05-13,0
1134,2025-01-08,0
3367,2025-01-21,0
9297,2025-04-04,0
3672,2024-09-14,0
6325,2025-04-03,0
5957,2025-02-08,0
7551,2025-01-29,0
5511,2025-03-05,0
3139,2024-09-11,0
2094,2024-08-12,0
7424,2024-11-04,0
6084,2024-07-27,0
3999,2025-03-06,1
2973,2024-07-28,0
5976,2024-09-27,0
7442,2024-10-07,0
1129,2025-04-28,0
7041,2024-07-26,0
6965,2024-07-18,0
4272,2024-10-14,1
546,2025-06-17,0
5554,2024-09-29,0
3752,2025-02-03,0
7649,2024-07-17,0
5306,2024-10-05,0
9620,2025-05-08,0
9473,2025-06-08,0
8152,2024-11-09,0
4436,2024-08-23,0
5753,2024-08-15,0
9205,2024-10-05,0
3780,2024-08-06,0
2771,2024-08-16,0
4587,2024-10-30,0
6152,2025-04-04,1
1366,2025-01-05,0
137,2025-02-27,0
533,2025-03-23,0
8376,2024-12-27,1
2511,2025-06-06,0
1196,2024-07-08,1
4269,2025-04-27,0
9538,2024-07-15,1
5576,2025-05-24,0
4505,2025-03-20,0
6389,2025-05-30,0
1693,2024-10-30,0
4811,2024-12-18,0
1010,2024-11-19,0
8705,2025-02-21,0
9267,2024-07-12,0
3871,2025-05-19,0
8605,2025-03-22,1
582,2025-05-18,0
6618,2025-01-19,0
3416,2025-01-20,0
633,2025-01-20,0
9828,2024-07-21,0
3751,2024-10-09,0
8095,2025-05-19,0
8161,2024-11-10,0
5389,2025-05-15,0
6715,2024-11-15,0
1867,2025-05-08,0
640,2025-05-03,0
5903,2025-01-11,0
3646,2024-12-30,0
2422,2024-12-26,0
256,2025-01-14,1
8873,2025-04-06,0
5928,2025-03-23,0
6464,2025-02-20,0
2930,2025-06-16,0
5621,2024-10-16,1
9200,2024-09-16,0
3349,2025-01-07,0
1928,2025-02-15,0
948,2024-11-09,0
4030,2025-01-18,0
2445,2024-08-03,0
2078,2024-08-16,1
9078,2025-02-15,0
8290,2024-07-31,1
1736,2025-06-15,0
9389,2024-11-12,0
2440,2024-11-07,0
3338,2024-08-15,0
5719,2025-02-05,0
1257,2025-05-06,0
5746,2025-04-24,0
480,2025-02-02,0
2048,2024-07-25,0
2876,2025-03-05,0
1180,2024-12-10,1
689,2025-01-26,0
2254,2025-01-04,0
2546,2024-11-06,0
6789,2025-03-27,0
6012,2025-06-24,1
6153,2024-10-23,0
8480,2024-10-12,0
127,2025-02-09,0
7645,2024-11-13,0
5354,2024-08-14,0
8166,2024-10-19,0
5760,2025-03-26,0
3153,2025-02-17,0
2961,2024-07-13,0
4786,2024-07-24,0
9475,2024-08-09,0
819,2025-03-25,0
4916,2025-02-28,0
2467,2025-02-19,0
1524,2025-01-09,1
9488,2024-09-04,0
163,2025-05-16,0
1334,2025-05-31,1
2461,2025-02-01,1
1423,2025-04-23,0
7090,2025-02-07,0
4802,2025-03-25,0
2346,2025-04-05,0
5060,2024-12-01,0
8694,2025-05-12,0
9445,2025-02-28,0
2531,2024-10-29,0
1769,2025-01-05,0
12,2025-05-18,0
8260,2024-11-29,0
6899,2024-12-25,0
3957,2025-06-19,0
6695,2024-10-21,0
3831,2024-10-29,0
6910,2025-03-02,0
849,2025-06-18,0
6187,2025-02-14,0
9274,2025-05-11,0
1167,2025-05-31,0
9700,2024-09-09,0
2544,2024-10-28,0
6399,2025-02-18,0
3414,2024-07-30,0
8654,2025-04-04,0
5883,2025-03-31,1
460,2024-09-24,0
4224,2024-08-26,0
8315,2024-07-05,0
3743,2024-11-27,0
9517,2025-05-08,0
8613,2024-12-11,0
1920,2024-09-13,0
3114,2025-05-01,0
1760,2024-10-20,0
1118,2025-01-06,0
2074,2024-11-26,0
1321,2024-11-07,0
2175,2025-06-10,0
2118,2024-10-24,1
4805,2025-01-14,0
6608,2024-11-11,0
3971,2024-08-25,0
9067,2025-03-29,0
7530,2024-11-18,0
9795,2025-02-08,0
2026,2024-12-15,0
9757,2024-07-29,1
1459,2024-12-27,0
2588,2024-11-02,0
5828,2025-03-26,0
9079,2024-12-19,0
5141,2024-11-07,0
9075,2025-03-23,0
2730,2024-09-14,1
1154,2025-03-20,0
3586,2024-09-28,0
8739,2025-05-20,0
2689,2024-10-17,0
7573,2024-07-15,0
5212,2025-06-10,0
6123,2025-03-08,1
4559,2025-05-18,1
7606,2025-05-14,0
1566,2024-12-29,1
9873,2024-08-19,0
1936,2024-08-03,1
843,2024-10-12,1
7097,2024-12-27,0
9363,2025-05-07,0
4333,2024-12-21,0
7087,2025-04-28,0
762,2025-06-19,0
3785,2024-08-18,1
4653,2024-08-29,0
664,2025-02-09,0
6293,2024-12-12,0
9,2025-03-21,0
2121,2025-03-06,0
3109,2025-06-21,0
3102,2025-06-23,0
6681,2025-06-11,0
9427,2024-11-01,0
9414,2024-12-29,0
8257,2024-09-24,1
5161,2025-03-13,0
1852,2025-05-10,0
509,2025-04-20,1
639,2024-11-13,0
537,2024-10-19,0
8518,2024-11-17,0
6423,2025-01-20,0
8988,2025-01-03,0
1215,2025-06-16,0
5614,2025-05-12,1
4721,2024-08-31,0
1062,2024-10-05,0
9953,2024-09-25,0
4314,2024-08-04,1
9286,2024-08-03,0
2757,2025-01-24,0
6246,2024-09-05,0
9773,2024-11-14,0
7995,2024-11-24,0
3136,2024-11-29,0
5947,2025-05-24,0
4726,2024-11-01,0
3461,2024-07-27,1
2138,2025-04-21,0
1579,2024-09-02,0
9284,2024-07-09,0
6086,2024-12-26,0
4747,2025-01-07,0
8472,2025-05-12,0
6398,2025-04-26,1
51,2024-12-01,0
4537,2024-10-29,0
6439,2024-11-14,0
6223,2025-03-07,0
589,2025-02-27,0
8744,2025-06-20,0
4052,2025-04-22,0
712,2025-06-28,0
814,2024-10-02,0
6659,2024-07-20,0
355,2025-01-23,0
1507,2025-01-12,0
3214,2024-08-19,0
2770,2025-05-14,0
9960,2025-05-01,0
2928,2025-01-21,0
8372,2025-02-25,0
2183,2025-01-08,0
7038,2024-12-17,0
5391,2024-12-19,0
1756,2024-10-12,1
9114,2024-07-16,0
8154,2024-09-21,0
4849,2024-11-22,0
5671,2025-05-03,0
7108,2025-06-07,0
7044,2025-04-21,0
2093,2024-10-26,0
7865,2024-11-01,1
6131,2025-01-28,0
3816,2025-05-31,0
2343,2024-11-27,0
3205,2024-09-08,0
2727,2024-07-26,0
2743,2024-10-11,0
6868,2024-08-02,0
8981,2024-07-21,0
6523,2024-12-05,0
374,2024-12-10,0
1908,2024-07-05,0
1223,2024-12-16,1
9197,2025-02-06,1
2631,2024-08-27,0
6997,2025-03-26,0
6210,2025-02-06,0
6436,2025-05-25,0
67,2024-09-02,0
2329,2025-01-27,0
3675,2024-08-14,0
3176,2024-07-23,0
5715,2024-12-16,0
1234,2025-05-12,0
4187,2024-09-01,0
9731,2024-09-02,0
6140,2024-10-23,0
6737,2025-03-21,0
8240,2025-05-05,0
1887,2024-07-09,0
1250,2024-08-23,0
2756,2024-11-29,1
2861,2024-09-28,0
9585,2024-08-11,0
7773,2025-04-16,1
5368,2024-09-03,0
4362,2024-10-14,0
1663,2024-09-29,0
5980,2025-02-05,1
362,2025-04-07,0
4008,2024-07-21,0
5644,2025-02-08,0
575,2025-01-13,0
5534,2025-04-21,0
5640,2024-11-03,0
4078,2024-10-29,0
4697,2024-10-08,0
5577,2024-07-03,1
583,2024-12-28,0
548,2025-01-25,0
5569,2024-12-08,1
3315,2024-09-26,0
1707,2025-05-04,0
3745,2025-06-23,0
5821,2025-05-24,0
4496,2025-01-20,0
2940,2025-02-16,1
492,2025-04-16,0
2209,2024-12-03,0
4638,2025-05-20,0
6266,2024-10-19,1
840,2025-05-24,0
5529,2025-02-06,0
3133,2025-05-07,0
9863,2025-02-08,0
7890,2025-03-30,0
6337,2025-03-11,0
3455,2025-04-23,0
8279,2025-02-20,0
4209,2025-01-26,0
2720,2024-10-14,0
7347,2025-01-02,0
1149,2025-03-17,0
314,2024-07-26,0
9065,2024-07-27,0
3932,2024-11-26,0
9787,2024-11-27,0
2696,2025-01-30,0
1557,2025-06-16,0
2388,2024-11-05,0
8287,2025-05-12,0
7765,2024-11-13,0
95,2024-11-24,0
8308,2025-06-29,0
1052,2025-05-22,0
9438,2025-05-21,0
3089,2025-04-20,0
7507,2024-11-10,1
9027,2024-08-04,0
6142,2024-09-05,1
451,2024-07-20,0
5966,2024-10-08,0
6037,2025-06-14,0
1845,2024-07-06,0
8374,2025-02-13,0
9041,2025-05-19,1
5152,2024-08-03,0
512,2025-04-26,1
6725,2024-07-10,0
3979,2024-11-25,0
7583,2024-10-17,0
356,2024-10-09,0
4342,2024-12-03,0
4549,2025-01-30,0
3441,2024-10-04,0
9652,2024-09-19,0
765,2024-11-30,0
5580,2025-05-10,0
1721,2025-01-04,0
4640,2025-04-08,0
652,2025-06-19,0
90,2024-10-22,0
8979,2024-12-17,0
630,2025-01-29,0
828,2024-11-07,0
2405,2024-09-03,0
9638,2025-01-31,0
1260,2025-05-04,0
9788,2025-02-25,0
2506,2025-06-10,0
1424,2024-08-09,1
9334,2025-02-07,0
8140,2025-01-06,0
6699,2024-12-19,0
3800,2025-04-03,1
2056,2024-08-27,0
2377,2024-11-27,0
1326,2025-05-12,0
5412,2024-10-20,0
1131,2025-06-22,0
241,2024-08-13,1
5226,2025-05-22,0
7625,2025-05-26,0
8877,2025-04-22,1
5699,2025-04-07,0
660,2024-08-25,0
7525,2025-06-15,0
8845,2025-02-08,0
9577,2024-10-02,0
4929,2025-02-10,0
4386,2024-09-27,1
303,2024-09-01,0
7331,2025-04-06,0
4227,2025-04-15,0
3817,2025-01-01,1
8800,2025-03-10,0
5748,2025-04-02,1
9214,2025-05-31,0
5795,2024-08-12,0
9989,2024-07-15,0
7214,2024-11-08,0
4277,2024-12-02,0
8000,2024-11-14,1
5905,2024-10-04,0
6668,2024-09-11,0
7688,2024-08-09,0
8661,2024-09-30,0
6563,2024-08-16,0
3650,2024-07-16,0
982,2024-09-08,0
3770,2024-09-05,0
8411,2024-12-15,1
404,2024-11-09,0
8697,2025-05-30,1
2009,2024-08-26,0
9331,2024-10-04,0
2609,2025-04-29,1
3670,2024-07-16,0
5919,2025-02-12,0
970,2025-04-19,0
9158,2025-01-02,0
4651,2025-02-06,0
1727,2024-09-18,1
8101,2024-07-17,1
1642,2024-08-09,0
9436,2025-01-12,0
6286,2025-01-14,0
7756,2024-07-27,0
1239,2024-10-13,0
8414,2025-02-11,0
7371,2024-07-02,0
7826,2024-10-27,0
5832,2024-09-26,0
5311,2025-03-11,0
9528,2025-05-03,1
3489,2024-10-07,0
1698,2024-12-12,1
4448,2024-08-18,0
8459,2024-09-22,0
2252,2025-06-16,0
7310,2025-05-30,1
5168,2024-09-07,0
5353,2025-06-22,0
842,2024-11-12,0
1868,2025-04-27,0
9394,2024-10-25,0
2105,2024-12-21,0
7691,2025-01-03,0
9009,2025-06-06,0
7215,2024-08-10,0
2218,2025-04-22,0
7103,2025-04-24,0
7941,2025-03-03,0
6242,2025-04-21,0
2207,2024-08-29,0
5039,2024-12-18,0
461,2024-11-17,0
2638,2024-10-05,1
2630,2025-03-11,0
5852,2024-07-05,0
3285,2025-03-13,0
8302,2025-01-02,0
283,2025-01-27,0
1039,2024-09-16,0
6345,2025-02-16,0
1949,2024-08-25,0
6547,2025-03-12,0
5663,2025-05-22,0
8063,2025-05-08,0
4544,2025-02-05,1
9033,2024-07-14,0
4437,2025-06-29,0
5990,2025-03-04,0
4411,2024-08-27,0
6458,2025-03-11,0
7631,2025-06-13,0
1837,2025-03-13,0
9223,2024-09-02,0
57,2025-04-11,0
4225,2025-05-28,0
6520,2024-10-19,0
1555,2024-11-17,0
8106,2025-06-28,0
3804,2024-08-27,0
1177,2024-09-13,0
5653,2025-06-17,0
5956,2025-04-09,0
3686,2025-06-23,0
5322,2024-08-01,0
9111,2025-01-19,0
1014,2025-06-27,0
3633,2024-12-05,0
4741,2024-08-23,0
4759,2024-11-30,1
7841,2024-10-08,0
2427,2025-04-03,1
3905,2025-02-06,0
1433,2024-10-11,0
1820,2025-04-14,0
9879,2025-04-18,0
4959,2025-02-08,0
2883,2025-06-01,0
9385,2024-08-08,1
2575,2024-09-28,0
1636,2025-04-02,0
4160,2025-03-03,0
8058,2024-07-08,0
5650,2024-09-20,0
798,2024-09-14,0
2363,2024-08-04,0
9645,2025-01-16,0
7438,2025-02-05,0
8109,2024-09-30,0
459,2024-07-03,0
4609,2024-07-26,0
5503,2025-06-22,0
395,2024-09-06,0
5672,2024-11-14,1
5221,2025-02-16,0
8242,2024-07-10,0
4360,2025-02-05,0
5725,2025-04-14,0
9028,2025-04-17,1
1135,2025-04-19,0
5815,2025-06-02,0
9791,2025-06-03,0
2807,2025-03-20,0
915,2025-01-13,0
4848,2025-01-06,0
172,2024-09-09,0
1475,2024-11-28,0
9801,2025-02-19,0
753,2025-06-04,0
9253,2024-12-25,0
8601,2024-08-24,0
3275,2025-05-26,0
7446,2025-04-03,0
4076,2025-04-20,0
1508,2025-05-10,0
2693,2025-01-21,0
9218,2024-12-03,0
305,2024-10-11,1
1558,2024-09-14,0
5964,2025-04-19,1
1812,2024-09-29,0
7484,2024-07-31,0
5181,2025-06-25,0
4479,2024-08-06,1
3185,2024-08-28,0
3884,2024-12-06,0
5790,2025-05-01,0
1273,2025-03-30,0
2754,2025-04-16,0
6915,2025-01-18,0
3599,2024-09-03,0
4525,2024-11-09,0
5798,2024-07-27,1
9307,2025-05-24,0
9043,2024-10-09,1
5564,2024-10-13,0
1024,2025-02-04,0
228,2025-05-27,0
329,2024-10-23,0
9876,2024-09-22,0
7149,2024-08-06,0
4484,2025-02-05,0
9570,2024-11-08,0
4750,2025-06-27,0
1456,2025-01-29,0
7119,2024-10-12,0
9608,2024-11-29,0
1181,2025-03-27,0
1259,2024-08-29,0
8341,2024-08-01,0
679,2025-05-12,1
1653,2025-06-09,0
772,2025-01-02,0
5200,2024-09-13,0
2761,2025-04-17,0
8221,2025-04-30,0
9119,2024-08-29,0
8218,2025-03-28,0
4526,2024-10-26,0
1763,2025-03-21,0
9464,2025-01-27,0
4572,2025-01-05,0
5407,2024-10-17,0
7526,2024-07-11,0
2561,2024-09-06,0
9679,2025-01-09,0
5561,2024-10-27,1
6060,2025-06-28,0
9763,2024-11-03,0
8702,2025-05-20,0
6840,2024-12-12,0
385,2024-08-09,0
3025,2025-04-30,0
6338,2024-07-05,0
3501,2024-11-01,0
6463,2024-09-17,0
6159,2025-01-31,0
9830,2024-11-26,0
7188,2024-12-15,0
4789,2024-12-14,0
2403,2024-10-23,0
7383,2025-04-22,0
4852,2024-07-05,0
2366,2024-12-23,0
9458,2024-12-15,0
2606,2024-11-27,0
276,2025-06-23,0
4810,2024-07-06,0
9938,2025-03-07,0
7444,2025-03-12,0
2432,2025-04-08,1
3444,2024-08-18,1
7019,2024-07-14,0
9770,2025-05-04,0
3023,2025-04-13,0
293,2025-03-11,0
5088,2025-03-31,0
9891,2025-04-05,1
1170,2025-03-15,1
5539,2024-12-28,0
8343,2025-05-08,0
2003,2024-08-18,0
9433,2024-09-10,0
516,2025-01-14,0
5363,2025-05-04,0
6394,2025-01-31,1
5028,2024-09-07,0
8103,2024-08-23,0
5908,2025-06-03,0
551,2024-10-16,0
9794,2025-05-10,0
4350,2025-05-07,0
7619,2025-01-21,0
9360,2024-12-20,0
9265,2024-09-05,0
9147,2024-11-18,0
371,2024-08-23,0
3385,2025-05-31,0
9716,2024-07-27,0
9930,2024-07-29,0
2238,2025-02-18,0
1734,2025-04-01,0
4889,2025-06-19,0
7429,2025-06-06,0
7216,2024-10-09,0
6539,2025-05-18,0
4674,2024-07-14,0
2802,2024-09-16,0
453,2025-06-22,0
3358,2024-11-12,0
6875,2025-06-10,0
5705,2024-09-28,0
5386,2024-09-03,0
2325,2025-03-16,1
4211,2024-08-15,0
9333,2024-09-09,0
9717,2025-03-17,0
6712,2024-12-14,0
7439,2025-03-20,0
6981,2025-01-24,0
2066,2024-12-23,0
5494,2024-09-17,0
4385,2024-09-12,0
2389,2025-01-09,0
2061,2024-07-13,0
8652,2024-09-09,0
1216,2024-08-07,0
7958,2024-11-11,0
7303,2024-09-22,0
678,2024-09-14,1
3232,2025-06-25,0
5431,2024-08-10,0
5924,2024-09-05,0
1040,2025-04-10,0
7220,2024-11-24,0
251,2025-06-16,0
302,2025-05-13,0
2828,2024-07-19,0
1283,2025-02-10,0
8291,2024-07-14,0
5121,2024-08-24,0
7475,2025-05-31,0
7496,2024-09-13,0
9659,2025-02-18,0
6720,2024-12-09,0
9442,2025-03-13,0
4084,2025-06-01,0
958,2025-03-11,0
3218,2024-09-10,0
9263,2025-03-23,0
6764,2025-06-02,0
7242,2024-10-17,0
1948,2024-08-26,0
3848,2025-03-08,0
577,2024-09-24,0
8564,2025-06-08,0
7777,2025-04-11,0
5989,2025-05-06,0
4834,2024-08-04,0
8671,2025-04-23,0
8522,2024-08-02,0
7260,2025-06-30,0
2339,2024-12-23,0
8974,2024-11-29,0
1264,2024-08-03,0
879,2024-12-28,0
8498,2024-10-08,0
34,2024-09-14,1
7969,2024-12-30,0
7236,2024-08-18,0
6772,2025-01-02,0
5409,2024-11-01,0
7803,2025-04-25,0
32,2025-06-23,0
7352,2025-01-21,0
4998,2024-12-11,0
9516,2024-09-12,0
2613,2024-09-19,0
2888,2024-12-20,0
4351,2025-04-18,0
2243,2025-03-20,1
7863,2024-12-25,0
5421,2024-11-17,0
6087,2025-05-22,0
6588,2024-08-14,0
7869,2025-02-20,0
510,2024-10-04,0
8552,2024-11-28,0
1786,2025-06-03,0
1990,2025-03-07,0
4230,2024-11-15,0
1148,2024-10-29,0
7283,2025-05-28,0
2660,2024-10-10,0
3885,2024-11-22,0
7288,2025-05-21,0
7686,2024-10-04,0
9481,2025-06-14,0
9504,2025-05-22,0
4996,2025-01-29,0
5689,2025-01-27,0
3707,2024-10-31,0
1042,2024-10-24,0
1843,2024-09-10,0
696,2025-01-11,0
7642,2024-08-06,0
7640,2025-05-29,0
8253,2024-12-30,0
8643,2024-10-27,0
5507,2025-02-02,0
7636,2025-02-11,1
9186,2024-10-30,0
7266,2024-09-30,0
2205,2025-05-31,0
2480,2024-12-28,0
8055,2024-12-10,0
2901,2024-12-06,0
7187,2024-09-29,0
7256,2024-12-14,0
4103,2025-06-05,0
8428,2024-12-04,0
2711,2024-09-25,0
8446,2025-02-09,0
2457,2024-07-25,0
3802,2024-10-08,0
4917,2024-08-10,0
7832,2024-11-25,0
7185,2025-05-29,0
4578,2024-12-10,1
6717,2024-09-29,0
2703,2025-06-01,0
9254,2024-10-12,0
2015,2024-11-28,0
3221,2024-09-12,0
7020,2024-07-27,0
4619,2025-01-20,1
7169,2024-12-11,0
4212,2024-07-24,0
1280,2024-08-11,0
9619,2025-03-17,0
4161,2025-02-14,0
2203,2024-09-03,0
9336,2024-11-20,0
8922,2025-05-10,0
7427,2024-11-19,0
249,2025-03-29,0
4577,2024-11-08,0
6905,2024-10-02,0
3289,2025-03-01,0
3908,2024-07-22,0
7531,2025-03-30,0
2110,2024-11-20,0
9991,2025-06-28,0
2415,2024-11-24,1
5441,2024-07-03,0
7886,2025-04-25,0
2843,2025-05-09,1
5448,2024-10-01,0
8703,2025-05-01,0
9915,2025-04-17,0
3790,2024-08-15,0
9688,2024-11-11,0
921,2025-06-30,0
8755,2025-03-20,0
3627,2024-07-05,0
3760,2025-06-30,0
4877,2024-07-15,0
2497,2024-09-17,0
9213,2025-01-22,0
1094,2025-04-07,0
738,2025-04-29,0
9020,2025-04-23,0
6960,2025-02-06,0
6200,2025-02-26,0
9145,2024-09-11,0
7738,2024-08-05,0
2088,2024-07-22,0
8713,2024-12-06,0
4165,2024-08-23,0
7844,2024-07-15,0
4371,2024-10-03,0
87,2024-08-25,0
7168,2024-12-09,0
7325,2025-01-26,0
2270,2024-09-05,0
3389,2025-02-13,0
4677,2024-09-10,1
7206,2025-05-22,0
864,2025-05-19,0
1776,2024-07-09,0
3894,2025-06-06,0
5780,2025-06-05,0
463,2024-10-29,1
908,2024-10-30,0
3479,2025-03-14,0
883,2024-08-15,0
3861,2024-11-23,0
7179,2025-04-14,0
9324,2025-06-06,1
5406,2024-11-13,1
280,2024-10-30,0
498,2025-03-29,1
4753,2025-01-11,0
9669,2025-03-16,0
307,2024-11-21,0
4534,2025-05-11,0
4627,2024-12-13,0
6335,2025-04-12,0
9116,2025-01-24,0
2820,2025-06-28,0
6741,2024-12-20,0
4550,2025-05-05,0
4548,2025-03-08,0
3220,2024-08-13,0
9502,2024-08-03,0
4265,2025-06-09,0
2106,2025-06-03,0
9025,2025-05-13,0
8017,2025-01-13,0
1964,2024-11-09,0
6291,2025-01-06,0
1030,2025-01-04,0
35,2024-10-23,0
9170,2024-10-12,0
818,2024-09-10,0
924,2025-06-03,0
3755,2024-09-12,0
5536,2025-05-04,0
